,pin10,est_year_construction,pct_minority,pct_single_partent_families,pct_non_english_speakers,median_hh_income,pct_hh_below_poverty,pct_hh_with_children,resident_type,hyd_year_stamped,g_label,prob_g_lsl,unnamed:_0,property_class,neighborhood_code,town_code,type_of_residence,building_square_feet,prior_tax_year_market_value_estimate_(land),prior_tax_year_market_value_estimate_(building),longitude,latitude,census_tract,property_address,age,neighborhood_code.1
1044,2825312027,1980,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.404355123,Maybe Lead,502,203,260,13,1.0,1210.0,16620.0,87420.0,-87.6923631868935,41.5756299971093,825503.0,3110  173RD ST,42,260
1045,2826408037,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.476650499,Maybe Lead,2387,203,260,13,1.0,1246.0,20040.0,57440.0,-87.6992881979258,41.577347101794,825501.0,3322  WOODWORTH PL,57,260
1046,2825311001,1959,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.573743333,Maybe Lead,458,203,260,13,1.0,1792.0,18750.0,96690.0,-87.6868118453803,41.5770231443785,825503.0,17201  LONGFELLOW AVE,63,260
1047,2826203004,1969,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1964,0.388281591,Maybe Lead,1495,203,260,13,1.0,1056.0,22340.0,69130.0,-87.6968214334738,41.5810609692079,825501.0,3220  LAUREL LN,53,260
1048,2826409030,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.483827559,Maybe Lead,2442,203,260,13,1.0,1246.0,17430.0,56070.0,-87.6974421551506,41.5768164485816,825501.0,3305  WOODWORTH PL,57,260
1049,2826405006,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.409174691,Maybe Lead,2274,203,260,13,1.0,1294.0,18090.0,82520.0,-87.7018697345868,41.5754874219246,825501.0,3501  WOODWORTH PL,55,260
1050,2825204054,1967,93.28063241,100.0,0,38269,1.976284585,22.64150943,split-level,1928,0.644252469,Maybe Lead,224,234,120,13,4.0,1185.0,11550.0,73470.0,-87.6771509310518,41.5823793097692,825503.0,16911  MURPHY AVE,55,120
1051,2826208031,1976,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1928,0.41084162,Maybe Lead,1686,203,260,13,1.0,1344.0,18450.0,74960.0,-87.7007524548522,41.5818535012033,825501.0,3417  BIRCHWOOD DR,46,260
1052,2930100010,1959,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,2011,0.623100704,Maybe Lead,5502,203,130,37,1.0,1164.0,7760.0,16940.0,-87.6747505997155,41.5854460088116,827700.0,16739  WESTERN AVE,63,130
1053,2825210004,1960,93.28063241,100.0,0,38269,1.976284585,22.64150943,one-story,1974,0.659350763,Maybe Lead,271,202,120,13,1.0,867.0,15360.0,47410.0,-87.6764208710014,41.5834198863624,825503.0,2410  SUNSET RD,62,120
1054,2825313021,1960,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.620609929,Maybe Lead,524,203,260,13,1.0,1300.0,18450.0,64360.0,-87.6892158845203,41.5756327050818,825503.0,3002  173RD ST,62,260
1055,2825406027,1962,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,2013,0.334939605,Maybe Lead,972,203,260,13,1.0,1419.0,22570.0,79550.0,-87.6807315323428,41.5774560497661,825503.0,17141  SUMMIT AVE,60,260
1056,2825402006,1961,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1955,0.555689238,Maybe Lead,884,203,260,13,1.0,1019.0,18000.0,50640.0,-87.6843275508325,41.5777614123106,825503.0,17127  CALIFORNIA AVE,61,260
1057,2930103018,1957,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,two-story,2012,0.422520603,Maybe Lead,5605,205,130,37,2.0,1704.0,13310.0,66790.0,-87.671190671721,41.5849272432033,827700.0,16765  CRANE AVE,65,130
1058,2826410017,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1951,0.377597087,Maybe Lead,2457,204,260,13,1.0,1895.0,54190.0,58090.0,-87.6967448962968,41.5756322081718,825501.0,3221  WOODWORTH PL,57,260
1059,2826208033,1976,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.341431437,Maybe Lead,1688,203,260,13,1.0,1151.0,18450.0,72880.0,-87.7003076340011,41.5818519962261,825501.0,3413  BIRCHWOOD DR,46,260
1060,2826208016,1973,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1966,0.357477722,Maybe Lead,1671,203,260,13,1.0,1284.0,19500.0,71170.0,-87.7034529884984,41.5812422317993,825501.0,3516  CHESTNUT AVE,49,260
1061,2930127025,1956,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,2012,0.632708861,Maybe Lead,6307,202,130,37,1.0,855.0,8520.0,40130.0,-87.6711442449133,41.579453610495,827700.0,17077  CRANE AVE,66,130
1062,2826406017,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.432831131,Maybe Lead,2316,203,260,13,1.0,1249.0,19640.0,64550.0,-87.6960244726806,41.5783882571437,825501.0,3212  MAPLE LN,55,260
1063,2826206007,1971,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1966,0.419168196,Maybe Lead,1608,203,260,13,1.0,1056.0,18000.0,57240.0,-87.7001386421914,41.5807406577328,825501.0,17006  ELM DR,51,260
1064,2826404037,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.372888611,Maybe Lead,2264,234,260,13,4.0,1224.0,18450.0,82500.0,-87.7013005224226,41.5761233515272,825501.0,3426  WOODWORTH PL,55,260
1065,2826403054,1972,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1963,0.376188146,Maybe Lead,2227,203,260,13,1.0,1056.0,18000.0,70410.0,-87.7014943206559,41.5786413042909,825501.0,3501  LAUREL LN,50,260
1066,2825211031,1960,93.28063241,100.0,0,38269,1.976284585,22.64150943,one-story,2011,0.618683341,Maybe Lead,299,202,120,13,1.0,985.0,10500.0,50280.0,-87.6754730977147,41.5837873530042,825503.0,16832  WESTERN AVE,62,120
1067,2825407016,1960,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1955,0.538333212,Maybe Lead,997,203,260,13,1.0,1200.0,21070.0,59760.0,-87.6833942709907,41.5750291115999,825503.0,17310  HIGHLAND CT,62,260
1068,2826400018,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.431449627,Maybe Lead,2120,203,260,13,1.0,1393.0,26410.0,66790.0,-87.7000152439759,41.5744759306792,825501.0,3408  HICKORY LN,57,260
1069,2826400018,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.431449627,Maybe Lead,2120,203,260,13,1.0,1393.0,26410.0,66790.0,-87.7000152439759,41.5744759306792,825501.0,3408  HICKORY LN,57,260
1070,2826411015,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.424106132,Maybe Lead,2480,203,260,13,1.0,1251.0,21000.0,71490.0,-87.7003364607694,41.5750554917972,825501.0,3411  HAZEL LN,55,260
1071,2825407008,1960,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1927,0.593868398,Maybe Lead,989,203,260,13,1.0,1127.0,21120.0,58520.0,-87.6843323647088,41.5746545611061,825503.0,2752  TENNYSON PL,62,260
1072,2826400030,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.439770307,Maybe Lead,2126,203,260,13,1.0,1393.0,21530.0,70300.0,-87.699859578319,41.5747505414657,825501.0,3405  173RD ST,57,260
1073,2826408017,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.381586205,Maybe Lead,2367,234,260,13,4.0,1224.0,18000.0,79640.0,-87.6984828619811,41.5776801640525,825501.0,3311  OAK ST,56,260
1074,2825407011,1960,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1955,0.572033017,Maybe Lead,992,203,260,13,1.0,1127.0,18250.0,48350.0,-87.683632903429,41.5756127139699,825503.0,2737  WOODWORTH PL,62,260
1075,2930101023,1960,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,2012,0.534900636,Maybe Lead,5542,203,130,37,1.0,1165.0,13310.0,53670.0,-87.6730712839133,41.585580974054,827700.0,16730  ANTHONY AVE,62,130
1076,2930101028,1962,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,1-plus-story,2012,0.370033872,Maybe Lead,5547,202,130,37,5.0,775.0,13310.0,30380.0,-87.6730693000391,41.5850379402338,827700.0,16762  ANTHONY AVE,60,130
1077,2825304015,1963,93.28063241,100.0,0,38269,1.976284585,22.64150943,split-level,1928,0.615124041,Maybe Lead,367,234,260,13,4.0,1382.0,16500.0,92690.0,-87.6863181333339,41.5785892327131,825503.0,17104  WHITTIER AVE,59,260
1078,2826411006,1968,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.40984228,Maybe Lead,2471,203,260,13,1.0,1056.0,20780.0,65450.0,-87.7022710745114,41.5746009053811,825501.0,3505  HAZEL LN,54,260
1079,2826407008,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.425149968,Maybe Lead,2333,203,260,13,1.0,1393.0,18000.0,71560.0,-87.6982764538308,41.5784893536522,825501.0,3313  MAPLE LN,55,260
1080,2826409011,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.465927004,Maybe Lead,2424,203,260,13,1.0,1246.0,18000.0,60680.0,-87.6994405146839,41.5761925071916,825501.0,3402  HAZEL LN,57,260
1081,2826406011,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.433358537,Maybe Lead,2310,203,260,13,1.0,1393.0,18150.0,72010.0,-87.6971563408138,41.5789412101071,825501.0,3302  MAPLE LN,56,260
1082,2826404033,1968,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.450941943,Maybe Lead,2260,203,260,13,1.0,1135.0,17480.0,64630.0,-87.7012676358269,41.5767524601027,825501.0,17204  ELM DR,54,260
1083,2826203033,1970,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1965,0.399706647,Maybe Lead,1523,203,260,13,1.0,1093.0,20010.0,58750.0,-87.6973017427689,41.58116516498,825501.0,3305  TULIP DR,52,260
1084,2826404006,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.369623448,Maybe Lead,2233,234,260,13,4.0,1224.0,22810.0,82160.0,-87.7016170480782,41.5765868913664,825501.0,3515  MAPLE LN,56,260
1085,2930124056,1977,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,2012,0.349447362,Maybe Lead,6228,202,130,37,1.0,992.0,17730.0,49570.0,-87.6747648024566,41.5804643901582,827700.0,17015  WESTERN AVE,45,130
1086,2826408018,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.420832407,Maybe Lead,2368,203,260,13,1.0,1670.0,18000.0,77780.0,-87.6986951654348,41.5776798473247,825501.0,3313  OAK ST,56,260
1087,2826408015,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1928,0.544463033,Maybe Lead,2365,203,260,13,1.0,1246.0,18000.0,64650.0,-87.698052636775,41.5776826718198,825501.0,3307  OAK ST,57,260
1088,2826408055,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.451182264,Maybe Lead,2405,203,260,13,1.0,1246.0,19900.0,62340.0,-87.6954281255153,41.5764961273253,825501.0,3206  WOODWORTH PL,57,260
1089,2826403003,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,2004,0.332509321,Maybe Lead,2176,203,260,13,1.0,1294.0,20400.0,77040.0,-87.7001081864987,41.5789071568929,825501.0,17102  ELM DR,55,260
1090,2825211034,1960,93.28063241,100.0,0,38269,1.976284585,22.64150943,one-story,2011,0.604283017,Maybe Lead,302,202,120,13,1.0,867.0,12350.0,48300.0,-87.6754718062729,41.5833645206538,825503.0,16856  WESTERN AVE,62,120
1091,2826408027,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.399536993,Maybe Lead,2377,203,260,13,1.0,1294.0,20170.0,75760.0,-87.7004075363942,41.5770963711329,825501.0,17201  ELM DR,55,260
1092,2930116061,1977,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,two-story,1927,0.40377246,Maybe Lead,5989,207,130,37,2.0,1295.0,15680.0,61700.0,-87.6747837986927,41.5821598420591,827700.0,16919  WESTERN AVE,45,130
1093,2826201022,1918,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,two-story,1928,0.57514294,Maybe Lead,1485,206,120,13,2.0,2713.0,34270.0,175140.0,-87.6951364702488,41.5801126217992,825501.0,17000  KEDZIE AVE,104,120
1094,2826411003,1969,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.406198466,Maybe Lead,2468,203,260,13,1.0,1136.0,23730.0,65060.0,-87.702834940531,41.5743171994686,825501.0,3511  HAZEL LN,53,260
1095,2826411003,1969,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.406198466,Maybe Lead,2468,203,260,13,1.0,1136.0,23730.0,65060.0,-87.702834940531,41.5743171994686,825501.0,3511  HAZEL LN,53,260
1096,2826204024,1969,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1964,0.397157239,Maybe Lead,1554,203,260,13,1.0,1056.0,22830.0,65230.0,-87.6958046949343,41.5794723523653,825501.0,17015  PINE CT,53,260
1097,2826408057,1975,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.343975002,Maybe Lead,2407,203,260,13,1.0,1326.0,19250.0,77360.0,-87.6956937993596,41.5767828642085,825501.0,3207  172ND CT,47,260
1098,2826406006,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.453615642,Maybe Lead,2305,203,260,13,1.0,1246.0,18000.0,56570.0,-87.6982792740986,41.578953983873,825501.0,3312  MAPLE LN,55,260
1099,2826403031,1969,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,two-story,1928,0.342515223,Maybe Lead,2204,207,260,13,2.0,1734.0,19650.0,79740.0,-87.7010422672288,41.5790169650162,825501.0,3419  LAUREL LN,53,260
1100,2825405021,1961,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1955,0.514124374,Maybe Lead,962,203,260,13,1.0,1458.0,17540.0,67800.0,-87.6819513047461,41.5764496811545,825503.0,2652  WOODWORTH PL,61,260
1101,2825321010,1960,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,split-level,1996,0.370918028,Maybe Lead,676,234,260,13,4.0,1402.0,23270.0,86400.0,-87.6895520117834,41.5743715502978,825503.0,3011  LONGFELLOW AVE,62,260
1102,2825321010,1960,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,split-level,1996,0.370918028,Maybe Lead,676,234,260,13,4.0,1402.0,23270.0,86400.0,-87.6895520117834,41.5743715502978,825503.0,3011  LONGFELLOW AVE,62,260
1103,2825323019,1959,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.585380667,Maybe Lead,733,203,260,13,1.0,1115.0,18280.0,89420.0,-87.6849466827442,41.5751278928207,825503.0,2801  173RD ST,63,260
1104,2826409028,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.453640288,Maybe Lead,2440,203,260,13,1.0,1393.0,18380.0,70260.0,-87.6979108122437,41.5768963777553,825501.0,3309  WOODWORTH PL,57,260
1105,2825308018,1960,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,split-level,2012,0.383953542,Maybe Lead,413,234,260,13,4.0,1378.0,16620.0,79610.0,-87.6914547660559,41.5769032410466,825503.0,3105  172ND ST,62,260
1106,2825321032,1966,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,split-level,1928,0.465108431,Maybe Lead,694,234,260,13,4.0,1314.0,21900.0,84100.0,-87.6883873347718,41.5750195568789,825503.0,17300  HOLMES AVE,56,260
1107,2825312006,1958,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1955,0.58978295,Maybe Lead,485,203,260,13,1.0,1152.0,19800.0,60150.0,-87.6936721838566,41.5759921274254,825503.0,3127  WOODWORTH PL,64,260
1108,2826403012,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.39274924,Maybe Lead,2185,234,260,13,4.0,1224.0,18000.0,70750.0,-87.7017260173124,41.5779506103033,825501.0,3430  MAPLE LN,55,260
1109,2930300080,1969,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,two-story,2012,0.521872713,Maybe Lead,6907,295,134,37,2.0,1128.0,5200.0,36890.0,-87.6708342404992,41.5786858814244,827700.0,2221 W 171ST ST,53,134
1110,2930300080,1969,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,two-story,2012,0.521872713,Maybe Lead,6907,295,134,37,2.0,1128.0,5200.0,36890.0,-87.6708342404992,41.5786858814244,827700.0,2221 W 171ST ST,53,134
1111,2825315009,1958,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,1-plus-story,1928,0.441273105,Maybe Lead,541,204,260,13,5.0,1835.0,16620.0,82800.0,-87.6865833841036,41.5760300237277,825503.0,2819  WOODWORTH PL,64,260
1112,2930102014,1961,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,2012,0.513527952,Maybe Lead,5569,202,130,37,1.0,936.0,13310.0,53840.0,-87.6723903233024,41.5853696900019,827700.0,16739  ANTHONY AVE,61,130
1113,2826404039,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.428938633,Maybe Lead,2266,203,260,13,1.0,1393.0,19690.0,65870.0,-87.7017011631173,41.5759501000505,825501.0,3430  WOODWORTH PL,55,260
1114,2826205040,1975,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1970,0.336289291,Maybe Lead,1601,203,260,13,1.0,1256.0,21770.0,55770.0,-87.7041071993908,41.5820543899489,825501.0,3520  BIRCHWOOD DR,47,260
1115,2826206008,1972,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1966,0.364150644,Maybe Lead,1609,203,260,13,1.0,1056.0,22500.0,65620.0,-87.7000540074524,41.5809847700556,825501.0,3411  CHESTNUT DR,50,260
1116,2826204031,1969,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1964,0.393984086,Maybe Lead,1561,203,260,13,1.0,1056.0,22450.0,64620.0,-87.6958575428285,41.5806881298793,825501.0,17001  PINE CT,53,260
1117,2826406007,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.454761261,Maybe Lead,2306,203,260,13,1.0,1657.0,18000.0,64950.0,-87.6980564194461,41.5789551525057,825501.0,3310  MAPLE LN,56,260
1118,2826409008,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.424295222,Maybe Lead,2421,203,260,13,1.0,1552.0,21130.0,72790.0,-87.6988250294813,41.5765545330409,825501.0,3316  HAZEL LN,55,260
1119,2825312018,1958,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.638570971,Maybe Lead,493,203,260,13,1.0,1412.0,16620.0,75410.0,-87.6914512780663,41.576000625658,825503.0,3103  WOODWORTH PL,64,260
1120,2825316007,1962,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.611525532,Maybe Lead,571,203,260,13,1.0,1044.0,15250.0,66450.0,-87.6940017422022,41.5743266357122,825503.0,17313  KEDZIE AVE,60,260
1121,2825316007,1962,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.611525532,Maybe Lead,571,203,260,13,1.0,1044.0,15250.0,66450.0,-87.6940017422022,41.5743266357122,825503.0,17313  KEDZIE AVE,60,260
1122,2826409001,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.442793592,Maybe Lead,2414,203,260,13,1.0,1246.0,21620.0,56110.0,-87.6971979008226,41.5766580496246,825501.0,3302  HAZEL LN,56,260
1123,2825323021,1964,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,split-level,1928,0.513122601,Maybe Lead,735,234,260,13,4.0,1394.0,16620.0,89420.0,-87.6869749891272,41.5747449903894,825503.0,2822  TENNYSON PL,58,260
1124,2826208030,1976,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1928,0.404141605,Maybe Lead,1685,203,260,13,1.0,1151.0,18450.0,75420.0,-87.7009751675628,41.5818539676584,825501.0,3419  BIRCHWOOD DR,46,260
1125,2826407006,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.387880588,Maybe Lead,2331,234,260,13,4.0,1224.0,18000.0,79600.0,-87.6978440180913,41.5784909503662,825501.0,3309  MAPLE LN,56,260
1126,2826208027,1976,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1928,0.424400095,Maybe Lead,1682,203,260,13,1.0,1256.0,19980.0,62800.0,-87.7016762418371,41.581856271985,825501.0,3425  BIRCHWOOD DR,46,260
1127,2826404017,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.376671775,Maybe Lead,2244,234,260,13,4.0,1224.0,18000.0,79390.0,-87.7008910396706,41.5779496616651,825501.0,3423  MAPLE LN,55,260
1128,2826307053,1976,93.63588941,38.03131991,0,54786,17.42305686,35.5704698,one-story,1970,0.344290123,Maybe Lead,1888,202,240,13,1.0,960.0,19260.0,52990.0,-87.7099488361029,41.574946837462,825501.0,17216  PEACH GROVE LN,46,240
1129,2826410022,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.362418047,Maybe Lead,2462,234,260,13,4.0,1178.0,25370.0,77410.0,-87.6972680135906,41.5760783337898,825501.0,3305  HAZEL LN,56,260
1130,2825311008,1962,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,split-level,1928,0.542404238,Maybe Lead,465,234,260,13,4.0,1246.0,16620.0,88320.0,-87.6860506192528,41.5769370493525,825503.0,2813  172ND ST,60,260
1131,2930300083,1969,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,two-story,2012,0.482322807,Maybe Lead,6910,295,134,37,2.0,1128.0,8020.0,38050.0,-87.670831851399,41.5785037031026,827700.0,2215 W 171ST ST,53,134
1132,2930300083,1969,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,two-story,2012,0.482322807,Maybe Lead,6910,295,134,37,2.0,1128.0,8020.0,38050.0,-87.670831851399,41.5785037031026,827700.0,2215 W 171ST ST,53,134
1133,2825211027,1960,93.28063241,100.0,0,38269,1.976284585,22.64150943,one-story,2011,0.62848228,Maybe Lead,295,202,120,13,1.0,867.0,10500.0,40740.0,-87.6754753296685,41.5843326819,825503.0,16802  WESTERN AVE,62,120
1134,2826408035,1966,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1960,0.376808415,Maybe Lead,2385,234,260,13,4.0,1224.0,19180.0,78860.0,-87.6997131943455,41.5771765878928,825501.0,3404  WOODWORTH PL,56,260
1135,2826405024,1968,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.413391462,Maybe Lead,2292,203,260,13,1.0,1056.0,22900.0,63740.0,-87.7034296341143,41.574668436516,825501.0,17307  CENTRAL PARK AVE,54,260
1136,2826405020,1968,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.412091524,Maybe Lead,2288,203,260,13,1.0,1054.0,22700.0,62850.0,-87.7025248606094,41.5751053247601,825501.0,3506  HAZEL LN,54,260
1137,2826403007,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.437873532,Maybe Lead,2180,203,260,13,1.0,1135.0,18000.0,66280.0,-87.7009950902801,41.5785711890983,825501.0,3420  MAPLE LN,55,260
1138,2826400019,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.438434056,Maybe Lead,2121,203,260,13,1.0,1519.0,23090.0,67080.0,-87.6997736728421,41.5742674242784,825501.0,3406  HICKORY LN,57,260
1139,2826400019,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.438434056,Maybe Lead,2121,203,260,13,1.0,1519.0,23090.0,67080.0,-87.6997736728421,41.5742674242784,825501.0,3406  HICKORY LN,57,260
1140,2825207008,1983,93.28063241,100.0,0,38269,1.976284585,22.64150943,two-story,2004,0.355022469,Maybe Lead,245,207,120,13,2.0,1716.0,5460.0,62940.0,-87.6759933233955,41.5802962978185,825503.0,17041  ANNETTA AVE,39,120
1141,2825402036,1960,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1955,0.551755427,Maybe Lead,914,203,260,13,1.0,1127.0,19500.0,52970.0,-87.6836319965595,41.5761408693029,825503.0,2736  WOODWORTH PL,62,260
1142,2826208012,1973,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1966,0.351865283,Maybe Lead,1667,203,260,13,1.0,1047.0,19500.0,69130.0,-87.7025984925876,41.5813920808463,825501.0,3508  CHESTNUT DR,49,260
1143,2826208004,1973,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1966,0.347691021,Maybe Lead,1659,203,260,13,1.0,1047.0,20550.0,68410.0,-87.7007522223296,41.5814982743662,825501.0,3418  CHESTNUT AVE,49,260
1144,2825312012,1966,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.563365696,Maybe Lead,491,203,260,13,1.0,1128.0,16500.0,72350.0,-87.6925472494209,41.5759965266127,825503.0,3115  WOODWORTH PL,56,260
1145,2826307036,1975,93.63588941,38.03131991,0,54786,17.42305686,35.5704698,one-story,1970,0.331380139,Maybe Lead,1871,202,240,13,1.0,960.0,20090.0,61440.0,-87.7078100479239,41.5763515665819,825501.0,3624  PEACH GROVE LN,47,240
1146,2825404021,1961,54.59337349,39.15929204,0,52500,29.06626506,46.01769912,one-story,1955,0.57159945,Maybe Lead,951,202,260,13,1.0,987.0,14670.0,54070.0,-87.6826584142724,41.5761708744833,825503.0,2710  WOODWORTH PL,61,260
1147,2826407022,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,split-level,1928,0.490270638,Maybe Lead,2347,234,260,13,4.0,1224.0,18000.0,68300.0,-87.6978337379368,41.5781542995701,825501.0,3306  OAK ST,57,260
1148,2826411016,1967,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.395914511,Maybe Lead,2481,203,260,13,1.0,1294.0,26250.0,70220.0,-87.7001253287928,41.5751463497225,825501.0,3409  HAZEL LN,55,260
1149,2826203025,1971,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1965,0.371483252,Maybe Lead,1516,203,260,13,1.0,1287.0,22380.0,63710.0,-87.6984777842153,41.5801241482933,825501.0,3321  TULIP DR,51,260
1150,2826408039,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1960,0.456380567,Maybe Lead,2389,203,260,13,1.0,1393.0,18000.0,69930.0,-87.6988005488673,41.57735587232,825501.0,3318  WOODWORTH PL,57,260
1151,2826412010,1971,93.63588941,38.03131991,0,54786,17.42305686,35.5704698,one-story,1966,0.356787675,Maybe Lead,2492,203,260,13,1.0,1056.0,21350.0,70460.0,-87.7040896702894,41.5760480960503,825501.0,17212  CENTRAL PARK AVE,51,260
1152,2826410015,1965,90.9629045,35.51401869,0,53554,4.577742699,28.78504673,one-story,1959,0.387572674,Maybe Lead,2455,203,260,13,1.0,1393.0,42670.0,59450.0,-87.6959569889493,41.5756180018324,825501.0,3217  WOODWORTH PL,57,260
