,pin10,est_year_construction,pct_minority,pct_single_partent_families,pct_non_english_speakers,median_hh_income,pct_hh_below_poverty,pct_hh_with_children,resident_type,hyd_year_stamped,g_label,prob_g_lsl,unnamed:_0,property_class,neighborhood_code,town_code,type_of_residence,building_square_feet,prior_tax_year_market_value_estimate_(land),prior_tax_year_market_value_estimate_(building),longitude,latitude,census_tract,property_address,age,neighborhood_code.1
10,2825324024,1962,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1926,0.566674067,Assumed Lead,767,203,260,13,1.0,1395.0,23270.0,68110.0,-87.6849586471836,41.5738363417714,825503.0,2800  174TH ST,60,260
11,2825305027,1966,93.28063241,100.0,0,38269,1.976284585,22.64150943,one-story,1928,0.592651202,Assumed Lead,398,203,260,13,1.0,1430.0,30960.0,75070.0,-87.685114679678,41.5786640682555,825503.0,17104  CALIFORNIA AVE,56,260
12,2825321002,1961,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.597369487,Assumed Lead,669,203,260,13,1.0,1041.0,22750.0,71210.0,-87.6899084052517,41.573924305553,825503.0,17401  EMERSON AVE,61,260
13,2930106025,1960,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,one-story,2011,0.612551232,Assumed Lead,5701,202,130,37,1.0,996.0,13310.0,49580.0,-87.6670706915646,41.5853634144343,827700.0,16742  SHEA AVE,62,130
14,2825330009,1960,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.61843388,Assumed Lead,866,203,260,13,1.0,1301.0,17250.0,73010.0,-87.6853646018633,41.5723715561327,825503.0,2805  LEXINGTON DR,62,260
15,2825321008,1958,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.646207116,Assumed Lead,674,203,260,13,1.0,1316.0,24870.0,54220.0,-87.6898275392001,41.5742143956563,825503.0,3015  LONGFELLOW AVE,64,260
16,2825321008,1958,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.646207116,Assumed Lead,674,203,260,13,1.0,1316.0,24870.0,54220.0,-87.6898275392001,41.5742143956563,825503.0,3015  LONGFELLOW AVE,64,260
17,2825311007,1959,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.647704255,Assumed Lead,464,203,260,13,1.0,1276.0,16620.0,67370.0,-87.6862319471001,41.5769368005558,825503.0,2815  172ND ST,63,260
18,2930112005,1953,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,1-plus-story,1926,0.677213094,Assumed Lead,5853,203,130,37,5.0,1679.0,13310.0,54460.0,-87.6699867985744,41.583821295802,827700.0,16827  HEAD AVE,69,130
19,2930129046,1953,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,one-story,2011,0.680344878,Assumed Lead,6392,202,130,37,1.0,768.0,12780.0,51690.0,-87.6687610735939,41.5796027941469,827700.0,17065  TRAPET AVE,69,130
20,2825312038,1952,98.17184644,49.22600619,0,49239,17.18464351,42.10526316,one-story,1928,0.687383286,Assumed Lead,509,203,260,13,1.0,1084.0,21780.0,64300.0,-87.6920942254527,41.5759981212625,825503.0,3111  WOODWORTH PL,70,260
21,2930129044,1953,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,one-story,2011,0.708007238,Assumed Lead,6390,202,130,37,1.0,760.0,11360.0,34690.0,-87.6689176189525,41.5805949419988,827700.0,2119 W 170TH ST,69,130
22,2930109013,1958,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,1926,0.754839165,Assumed Lead,5778,202,130,37,1.0,972.0,13310.0,31370.0,-87.6735800946033,41.5829588142832,827700.0,16877  ORCHARD RIDGE AVE,64,130
23,2930109020,1956,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,1926,0.758744929,Assumed Lead,5785,203,130,37,1.0,1059.0,13310.0,41950.0,-87.6730608440468,41.5837187129946,827700.0,16832  ANTHONY AVE,66,130
24,2930125036,1942,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,1-plus-story,1928,0.766845099,Assumed Lead,6259,202,130,37,5.0,632.0,8520.0,22390.0,-87.6730560803867,41.5797381668047,827700.0,17058  ANTHONY AVE,80,130
25,2930104004,1959,80.06430868,57.91366906,0,44107,20.96774194,43.88489209,one-story,1928,0.772608716,Assumed Lead,5623,202,130,37,1.0,900.0,8250.0,29450.0,-87.6698767713732,41.5859622679471,827700.0,2133 W 167TH ST,63,130
26,2930112009,1961,93.56617647,65.33742331,0,35789,7.720588235,45.39877301,one-story,1926,0.7738833,Assumed Lead,5857,203,130,37,1.0,1064.0,13310.0,41500.0,-87.6699842799381,41.5833841578509,827700.0,16853  HEAD AVE,61,130
